Gene stable ID,Chromosome/scaffold name,Gene name
ENSG00000130724,19,CHMP2A
ENSG00000137770,15,CTDSPL2
ENSG00000131477,17,RAMP2
ENSG00000157911,1,PEX10
ENSG00000261869,HG325_PATCH,LSMEM2
ENSG00000198822,7,GRM3
ENSG00000197915,1,HRNR
ENSG00000179526,8,SHARPIN
ENSG00000109047,17,RCVRN
ENSG00000124664,6,SPDEF
ENSG00000120910,8,PPP3CC
ENSG00000108515,17,ENO3
ENSG00000263093,HG325_PATCH,IFRD2
ENSG00000138756,4,BMP2K
ENSG00000257103,19,LSM14A
ENSG00000065518,3,NDUFB4
ENSG00000177414,1,UBE2U
ENSG00000096070,6,BRPF3
ENSG00000130725,19,UBE2M
ENSG00000225383,10,SFTA1P
ENSG00000143631,1,FLG
ENSG00000185532,10,PRKG1
ENSG00000181092,3,ADIPOQ
ENSG00000165659,13,DACH1
ENSG00000063127,19,SLC6A16
ENSG00000166452,11,AKIP1
ENSG00000008056,X,SYN1
ENSG00000173391,12,OLR1
ENSG00000108264,17,TADA2A
ENSG00000148842,10,CNNM2
ENSG00000075336,18,TIMM21
ENSG00000241360,22,PDXP
ENSG00000155961,X,RAB39B
ENSG00000234078,HSCHR6_MHC_MANN,DDR1
ENSG00000143520,1,FLG2
ENSG00000008516,16,MMP25
ENSG00000155962,X,CLIC2
ENSG00000226768,HSCHR6_MHC_SSTO,LINC01149
ENSG00000100097,22,LGALS1
ENSG00000230389,HSCHR6_MHC_SSTO,HCP5
ENSG00000158966,1,CACHD1
ENSG00000131475,17,VPS25
ENSG00000196092,9,PAX5
ENSG00000102265,X,TIMP1
ENSG00000104361,8,NIPAL2
ENSG00000114956,2,DGUOK
ENSG00000157429,16,ZNF19
ENSG00000148908,10,RGS10
ENSG00000162191,11,UBXN1
ENSG00000164096,4,C4orf3
ENSG00000166347,18,CYB5A
ENSG00000244255,6,CFB
ENSG00000204899,13,MZT1
ENSG00000100101,22,NOL12
ENSG00000110786,11,PTPN5
ENSG00000115085,2,ZAP70
ENSG00000176029,11,C11orf16
ENSG00000143786,1,CNIH3
ENSG00000185990,X,F8A3
ENSG00000236019,HSCHR6_MHC_DBB,DDX39B-AS1
ENSG00000007237,17,GAS7
ENSG00000136122,13,BORA
ENSG00000186716,22,BCR
ENSG00000227375,3,DLG1-AS1
ENSG00000126759,X,CFP
ENSG00000109814,4,UGDH
ENSG00000178397,7,FAM220A
ENSG00000170608,19,FOXA3
ENSG00000227856,HSCHR6_MHC_DBB,SAPCD1-AS1
ENSG00000237167,3,AC128709.2
ENSG00000068078,4,FGFR3
ENSG00000170604,19,IRF2BP1
ENSG00000226744,7,AC079781.5
ENSG00000149527,1,PLCH2
ENSG00000166398,19,KIAA0355
ENSG00000104131,15,EIF3J
ENSG00000104375,8,STK3
ENSG00000185973,X,TMLHE
ENSG00000176182,19,MYPOP
ENSG00000166133,15,RPUSD2
ENSG00000089280,16,FUS
ENSG00000082805,12,ERC1
ENSG00000160325,9,CACFD1
ENSG00000214135,3,AC024560.3
ENSG00000164659,7,KIAA1324L
ENSG00000176927,17,EFCAB5
ENSG00000104967,19,NOVA2
ENSG00000162437,1,RAVER2
ENSG00000164307,5,ERAP1
ENSG00000126767,X,ELK1
ENSG00000042317,14,SPATA7
ENSG00000099326,19,MZF1
ENSG00000204356,6,NELFE
ENSG00000206043,18,C18orf63
ENSG00000231370,HSCHR6_MHC_DBB,PRRC2A
ENSG00000128641,2,MYO1B
ENSG00000100106,22,TRIOBP
ENSG00000147905,9,ZCCHC7
ENSG00000102359,X,SRPX2
ENSG00000135929,2,CYP27A1
ENSG00000160326,9,SLC2A6
ENSG00000126756,X,UXT
ENSG00000107745,10,MICU1
ENSG00000187605,2,TET3
ENSG00000104894,19,CD37
ENSG00000117713,1,ARID1A
ENSG00000163291,4,PAQR3
ENSG00000162434,1,JAK1
ENSG00000083520,13,DIS3
ENSG00000073849,3,ST6GAL1
ENSG00000142185,21,TRPM2
ENSG00000197779,X,ZNF81
ENSG00000043462,5,LCP2
ENSG00000228245,HSCHR6_MHC_SSTO,DDX39B-AS1
ENSG00000096155,HSCHR6_MHC_QBL,BAG6
ENSG00000100888,14,CHD8
ENSG00000177363,11,LRRN4CL
ENSG00000138735,4,PDE5A
ENSG00000105220,19,GPI
ENSG00000115459,2,ELMOD3
ENSG00000147118,X,ZNF182
ENSG00000113924,3,HGD
ENSG00000102362,X,SYTL4
ENSG00000229944,17,AC004797.1
ENSG00000023330,3,ALAS1
ENSG00000273028,HG325_PATCH,IFRD2
ENSG00000233149,HSCHR6_MHC_MANN,GTF2H4
ENSG00000252789,17,AC006487.1
ENSG00000139117,12,CPNE8
ENSG00000189060,22,H1F0
ENSG00000185842,1,DNAH14
ENSG00000013375,6,PGM3
ENSG00000197859,9,ADAMTSL2
ENSG00000103490,16,PYCARD
ENSG00000261855,HG325_PATCH,HYAL3
ENSG00000221994,X,ZNF630
ENSG00000164920,8,OSR2
ENSG00000100116,22,GCAT
ENSG00000172943,X,PHF8
ENSG00000133313,18,CNDP2
ENSG00000165685,12,TMEM52B
ENSG00000137106,9,GRHPR
ENSG00000163170,2,BOLA3
ENSG00000171368,5,TPPP
ENSG00000183695,11,MRGPRX2
ENSG00000267918,14,AL117190.2
ENSG00000152240,18,HAUS1
ENSG00000162433,1,AK4
ENSG00000177238,16,TRIM72
ENSG00000254656,14,RTL1
ENSG00000131620,11,ANO1
ENSG00000083535,13,PIBF1
ENSG00000138161,10,CUZD1
ENSG00000214188,7,ST7-OT4
ENSG00000156269,4,NAA11
ENSG00000123505,6,AMD1
ENSG00000163683,4,SMIM14
ENSG00000145949,6,MYLK4
ENSG00000139988,14,RDH12
ENSG00000227993,HSCHR6_MHC_COX,HLA-DRA
ENSG00000128310,22,GALR3
ENSG00000177054,11,ZDHHC13
ENSG00000168000,11,BSCL2
ENSG00000268885,5,AC026740.1
ENSG00000076685,10,NT5C2
ENSG00000134597,X,RBMX2
ENSG00000144840,3,RABL3
ENSG00000077454,7,LRCH4
ENSG00000239732,3,TLR9
ENSG00000078140,4,UBE2K
ENSG00000110274,11,CEP164
ENSG00000188818,5,ZDHHC11
ENSG00000169896,16,ITGAM
ENSG00000262208,HG325_PATCH,HYAL1
ENSG00000148426,10,PROSER2
ENSG00000102554,13,KLF5
ENSG00000136238,7,RAC1
ENSG00000140835,16,CHST4
ENSG00000101608,18,MYL12A
ENSG00000100124,22,ANKRD54
ENSG00000155115,6,GTF3C6
ENSG00000114978,2,MOB1A
ENSG00000175203,12,DCTN2
ENSG00000116675,1,DNAJC6
ENSG00000179632,8,MAF1
ENSG00000188559,20,RALGAPA2
ENSG00000198650,16,TAT
ENSG00000168795,9,ZBTB5
ENSG00000118922,13,KLF12
ENSG00000229240,10,LINC00710
ENSG00000033030,12,ZCCHC8
ENSG00000015520,7,NPC1L1
ENSG00000051180,15,RAD51
ENSG00000101811,X,CSTF2
ENSG00000237986,10,CELF2-AS2
ENSG00000118680,18,MYL12B
ENSG00000139112,12,GABARAPL1
ENSG00000115592,2,PRKAG3
ENSG00000182132,5,KCNIP1
ENSG00000140832,16,MARVELD3
ENSG00000143815,1,LBR
ENSG00000206240,HSCHR6_MHC_COX,HLA-DRB1
ENSG00000137054,9,POLR1E
ENSG00000163412,3,EIF4E3
ENSG00000225778,10,PROSER2-AS1
ENSG00000126562,17,WNK4
ENSG00000157881,1,PANK4
ENSG00000163297,4,ANTXR2
ENSG00000203691,1,AC092811.1
ENSG00000123453,9,SARDH
ENSG00000065911,2,MTHFD2
ENSG00000168939,X,SPRY3
ENSG00000223494,HSCHR6_MHC_MANN,VARS2
ENSG00000100129,22,EIF3L
ENSG00000150526,14,MIA2
ENSG00000213339,19,QTRT1
ENSG00000060642,1,PIGV
ENSG00000108349,17,CASC3
ENSG00000164344,4,KLKB1
ENSG00000121892,4,PDS5A
ENSG00000136111,13,TBC1D4
ENSG00000177426,18,TGIF1
ENSG00000136451,17,VEZF1
ENSG00000074219,19,TEAD2
ENSG00000154380,1,ENAH
ENSG00000152242,18,C18orf25
ENSG00000124333,X,VAMP7
ENSG00000094880,5,CDC23
ENSG00000164535,7,DAGLB
ENSG00000197498,6,RPF2
ENSG00000116678,1,LEPR
ENSG00000273025,15,CELF6
ENSG00000120896,8,SORBS3
ENSG00000089163,12,SIRT4
ENSG00000206082,19,LINC01002
ENSG00000078304,14,PPP2R5C
ENSG00000197063,17,MAFG
ENSG00000017483,X,SLC38A5
ENSG00000204160,1,ZDHHC18
ENSG00000197921,1,HES5
ENSG00000147912,9,FBXO10
ENSG00000040199,16,PHLPP2
ENSG00000095637,10,SORBS1
ENSG00000141622,18,RNF165
ENSG00000072609,12,CHFR
ENSG00000233772,HSCHR6_MHC_DBB,HCG25
ENSG00000136450,17,SRSF1
ENSG00000140488,15,CELF6
ENSG00000137171,6,KLC4
ENSG00000157873,1,TNFRSF14
ENSG00000129170,11,CSRP3
ENSG00000204176,10,SYT15
ENSG00000119203,2,CPSF3
ENSG00000088926,4,F11
ENSG00000008517,16,IL32
ENSG00000267493,19,CIRBP-AS1
ENSG00000145936,5,KCNMB1
ENSG00000143742,1,SRP9
ENSG00000072121,14,ZFYVE26
ENSG00000136040,12,PLXNC1
ENSG00000160233,21,LRRC3
ENSG00000100139,22,MICALL1
ENSG00000224096,HSCHR6_MHC_COX,HCG25
ENSG00000140678,16,ITGAX
ENSG00000213625,1,LEPROT
ENSG00000175768,9,TOMM5
ENSG00000177103,11,DSCAML1
ENSG00000175894,21,TSPEAR
ENSG00000104901,19,DKKL1
ENSG00000266399,19,AC027307.2
ENSG00000222720,19,AC027307.1
ENSG00000143819,1,EPHX1
ENSG00000104133,15,SPG11
ENSG00000163220,1,S100A9
ENSG00000114942,2,EEF1B2
ENSG00000183010,17,PYCR1
ENSG00000164270,5,HTR4
ENSG00000188243,13,COMMD6
ENSG00000163221,1,S100A12
ENSG00000206237,HSCHR6_MHC_COX,HLA-DQB1
ENSG00000094755,5,GABRP
ENSG00000198683,19,AC012615.1
ENSG00000068438,X,FTSJ1
ENSG00000126249,19,PDCD2L
ENSG00000168040,11,FADD
ENSG00000129173,11,E2F8
ENSG00000212935,21,KRTAP10-3
ENSG00000070601,9,FRMPD1
ENSG00000215454,21,KRTAP10-4
ENSG00000143546,1,S100A8
ENSG00000129472,14,RAB2B
ENSG00000146013,5,GFRA3
ENSG00000160293,9,VAV2
ENSG00000118939,13,UCHL3
ENSG00000007952,X,NOX1
ENSG00000111011,12,RSRC2
ENSG00000196187,1,TMEM63A
ENSG00000139116,12,KIF21A
ENSG00000083857,4,FAT1
ENSG00000167210,18,LOXHD1
ENSG00000179832,8,MROH1
ENSG00000128346,22,C22orf23
ENSG00000105989,7,WNT2
ENSG00000005206,19,SPPL2B
ENSG00000135097,12,MSI1
ENSG00000168924,4,LETM1
ENSG00000187175,21,KRTAP12-1
ENSG00000184588,1,PDE4B
ENSG00000172215,3,CXCR6
ENSG00000112394,6,SLC16A10
ENSG00000142751,1,GPN2
ENSG00000161609,19,CCDC155
ENSG00000013392,6,RWDD2A
ENSG00000106648,7,GALNTL5
ENSG00000153767,3,GTF2E1
ENSG00000184787,21,UBE2G2
ENSG00000204276,HSCHR6_MHC_COX,HLA-DQA2
ENSG00000178175,5,ZNF366
ENSG00000131386,3,GALNT15
ENSG00000165275,9,TRMT10B
ENSG00000221869,8,CEBPD
ENSG00000151461,10,UPF2
ENSG00000100142,22,POLR2F
ENSG00000131626,11,PPFIA1
ENSG00000124535,6,WRNIP1
ENSG00000205221,2,VIT
ENSG00000198746,1,GPATCH3
ENSG00000179059,4,ZFP42
ENSG00000183625,3,CCR3
ENSG00000197956,1,S100A6
ENSG00000065833,6,ME1
ENSG00000241399,2,CD302
ENSG00000154438,7,ASZ1
ENSG00000263687,HG1293_PATCH,FAM72A
ENSG00000224305,HSCHR6_MHC_COX,HLA-DQB2
ENSG00000179046,4,TRIML2
ENSG00000213614,15,HEXA
ENSG00000132549,8,VPS13B
ENSG00000079805,19,DNM2
ENSG00000102312,X,PORCN
ENSG00000111775,12,COX6A1
ENSG00000090273,1,NUDC
ENSG00000243709,1,LEFTY1
ENSG00000166747,16,AP1G1
ENSG00000100146,22,SOX10
ENSG00000162188,11,GNG3
ENSG00000204175,10,GPRIN2
ENSG00000266028,HG1293_PATCH,SRGAP2
ENSG00000107371,9,EXOSC3
ENSG00000169925,9,BRD3
ENSG00000092203,14,TOX4
ENSG00000214753,11,HNRNPUL2
ENSG00000173366,3,TLR9
ENSG00000075568,2,TMEM131
ENSG00000196154,1,S100A4
ENSG00000124334,X,IL9R
ENSG00000114698,3,PLSCR4
ENSG00000143811,1,PYCR2
ENSG00000115596,2,WNT6
ENSG00000177613,10,CSTF2T
ENSG00000136271,7,DDX56
ENSG00000206409,HSCHR6_MHC_QBL,APOM
ENSG00000247596,3,TWF2
ENSG00000107984,10,DKK1
ENSG00000162222,11,TTC9C
ENSG00000122741,9,DCAF10
ENSG00000158402,5,CDC25C
ENSG00000137731,11,FXYD2
ENSG00000135925,2,WNT10A
ENSG00000264364,17,DYNLL2
ENSG00000196363,9,WDR5
ENSG00000185670,11,ZBTB3
ENSG00000150656,18,CNDP1
ENSG00000100151,22,PICK1
ENSG00000064692,5,SNCAIP
ENSG00000253729,8,PRKDC
ENSG00000164109,4,MAD2L1
ENSG00000205307,7,SAP25
ENSG00000263528,HG1293_PATCH,IKBKE
ENSG00000136240,7,KDELR2
ENSG00000109536,4,FRG1
ENSG00000188015,1,S100A3
ENSG00000163497,2,FEV
ENSG00000204764,5,RANBP17
ENSG00000168002,11,POLR2G
ENSG00000122696,9,SLC25A51
ENSG00000091640,17,SPAG7
ENSG00000083312,5,TNPO1
ENSG00000169252,5,ADRB2
ENSG00000131910,1,NR0B2
ENSG00000170579,18,DLGAP1
ENSG00000145087,3,STXBP5L
ENSG00000108352,17,RAPGEFL1
ENSG00000136153,13,LMO7
ENSG00000186350,9,RXRA
ENSG00000107338,9,SHB
ENSG00000021355,6,SERPINB1
ENSG00000154813,3,DPH3
ENSG00000226179,X,LINC00685
ENSG00000204644,6,ZFP57
ENSG00000253368,1,TRNP1
ENSG00000203623,HSCHR6_MHC_QBL,C6orf47
ENSG00000143768,1,LEFTY2
ENSG00000196754,1,S100A2
ENSG00000265476,HG1293_PATCH,C1orf147
ENSG00000236871,X,LINC00106
ENSG00000137124,9,ALDH1B1
ENSG00000172748,8,ZNF596
ENSG00000162227,11,TAF6L
ENSG00000118473,1,SGIP1
ENSG00000266094,HG1293_PATCH,RASSF5
ENSG00000126653,17,NSRP1
ENSG00000215421,18,ZNF407
ENSG00000143751,1,SDE2
ENSG00000206077,5,ZDHHC11B
ENSG00000156886,16,ITGAD
ENSG00000186919,17,ZACN
ENSG00000154814,3,OXNAD1
ENSG00000257339,HSCHR17_1,PLEKHM1
ENSG00000122386,16,ZNF205
ENSG00000100156,22,SLC16A8
ENSG00000106336,7,FBXO24
ENSG00000163823,3,CCR1
ENSG00000180071,9,ANKRD18A
ENSG00000138738,4,PRDM5
ENSG00000090020,1,SLC9A1
ENSG00000169247,5,SH3TC2
ENSG00000261342,19,AC006538.1
ENSG00000267063,19,AC006130.3
ENSG00000121807,3,CCR2
ENSG00000263997,19,AC006130.1
ENSG00000265823,HG1293_PATCH,EIF2D
ENSG00000266938,19,AC119403.1
ENSG00000128298,22,BAIAP2L2
ENSG00000188643,1,S100A16
ENSG00000206408,HSCHR6_MHC_QBL,GPANK1
ENSG00000168569,11,TMEM223
ENSG00000130635,9,COL5A1
ENSG00000163041,1,H3F3A
ENSG00000160791,3,CCR5
ENSG00000006788,17,MYH13
ENSG00000126261,19,UBA2
ENSG00000156885,16,COX6A2
ENSG00000273170,9,ANKRD18A
ENSG00000147364,8,FBXO25
ENSG00000185475,11,TMEM179B
ENSG00000085644,16,ZNF213
ENSG00000183671,2,GPR1
ENSG00000176723,16,ZNF843
ENSG00000188687,2,SLC4A5
ENSG00000180011,18,ZADH2
ENSG00000189334,1,S100A14
ENSG00000163166,2,IWS1
ENSG00000267448,19,AC010649.1
ENSG00000121797,3,CCRL2
ENSG00000142606,1,MMEL1
ENSG00000170837,3,GPR27
ENSG00000215045,7,GRID2IP
ENSG00000184900,21,SUMO3
ENSG00000266959,19,AC005786.3
ENSG00000226800,19,CACTIN-AS1
ENSG00000017427,12,IGF1
ENSG00000182827,1,ACBD3
ENSG00000204186,2,ZDBF2
ENSG00000179981,18,TSHZ1
ENSG00000028310,5,BRD9
ENSG00000248458,1,AL139147.1
ENSG00000231094,HSCHR6_MHC_MANN,PSORS1C1
ENSG00000236017,X,ASMTL-AS1
ENSG00000140691,16,ARMC5
ENSG00000088930,20,XRN2
ENSG00000178234,7,GALNT11
ENSG00000152760,1,TCTEX1D1
ENSG00000070778,14,PTPN21
ENSG00000110925,12,CSRNP2
ENSG00000223571,X,DHRSX-IT1
ENSG00000237114,HSCHR6_MHC_MANN,CDSN
ENSG00000189171,1,S100A13
ENSG00000106714,9,CNTNAP3
ENSG00000229474,15,PATL2
ENSG00000185155,1,MIXL1
ENSG00000183255,21,PTTG1IP
ENSG00000178695,13,KCTD12
ENSG00000230542,X,LINC00102
ENSG00000147155,X,EBP
ENSG00000184381,22,PLA2G6
ENSG00000165675,X,ENOX2
ENSG00000114948,2,ADAM23
ENSG00000182489,X,XKRX
ENSG00000142279,19,WTIP
ENSG00000102805,13,CLN5
ENSG00000010539,16,ZNF200
ENSG00000165819,14,METTL3
ENSG00000163421,3,PROK2
ENSG00000160678,1,S100A1
ENSG00000160339,9,FCN2
ENSG00000229124,10,VIM-AS1
ENSG00000120913,8,PDLIM2
ENSG00000054219,2,LY75
ENSG00000162231,11,NXF1
ENSG00000206406,HSCHR6_MHC_QBL,CSNK2B
ENSG00000205209,19,SCGB2B2
ENSG00000005812,13,FBXL3
ENSG00000012223,3,LTF
ENSG00000236188,X,PRKX-AS1
ENSG00000146250,6,PRSS35
ENSG00000204832,10,ST8SIA6-AS1
ENSG00000198081,18,ZBTB14
ENSG00000183978,17,COA3
ENSG00000068354,X,TBC1D25
ENSG00000137726,11,FXYD6
ENSG00000262605,HSCHR5_1_CTG1,MRPS36
ENSG00000078177,4,N4BP2
ENSG00000085265,9,FCN1
ENSG00000183814,1,LIN9
ENSG00000135164,7,DMTF1
ENSG00000101493,18,ZNF516
ENSG00000171475,17,WIPF2
ENSG00000001626,7,CFTR
ENSG00000134330,2,IAH1
ENSG00000152763,1,WDR78
ENSG00000089335,19,ZNF302
ENSG00000140682,16,TGFB1I1
ENSG00000085733,11,CTTN
ENSG00000152784,4,PRDM8
ENSG00000170542,6,SERPINB9
ENSG00000204642,6,HLA-F
ENSG00000166710,15,B2M
ENSG00000174225,X,ARL13A
ENSG00000223533,HSCHR6_MHC_MANN,CCHCR1
ENSG00000160679,1,CHTOP
ENSG00000130558,9,OLFM1
ENSG00000180190,8,TDRP
ENSG00000108509,17,CAMTA2
ENSG00000224470,16,ATXN1L
ENSG00000103313,16,MEFV
ENSG00000205302,5,SNX2
ENSG00000104714,8,ERICH1
ENSG00000125813,20,PAX1
ENSG00000163923,3,RPL39L
ENSG00000009413,6,REV3L
ENSG00000115808,2,STRN
ENSG00000156026,10,MCU
ENSG00000184083,X,FAM120C
ENSG00000185022,22,MAFF
ENSG00000136247,7,ZDHHC4
ENSG00000148798,10,INA
ENSG00000173376,4,NDNF
ENSG00000250312,4,ZNF718
ENSG00000197841,19,ZNF181
ENSG00000196409,9,ZNF658
ENSG00000163746,3,PLSCR2
ENSG00000143799,1,PARP1
ENSG00000156374,10,PCGF6
ENSG00000142784,1,WDTC1
ENSG00000178726,20,THBD
ENSG00000166833,11,NAV2
ENSG00000135457,12,TFCP2
ENSG00000188917,X,TRMT2B
ENSG00000267938,19,AC007292.1
ENSG00000198010,8,DLGAP2
ENSG00000198792,22,TMEM184B
ENSG00000196422,9,PPP1R26
ENSG00000006194,16,ZNF263
ENSG00000239285,HSCHR6_MHC_QBL,LY6G5B
ENSG00000269318,19,AC007292.3
ENSG00000138675,4,FGF5
ENSG00000171759,12,PAH
ENSG00000099203,19,TMED1
ENSG00000125810,20,CD93
ENSG00000215912,1,TTC34
ENSG00000211482,4,AC092574.1
ENSG00000220693,19,AC011498.1
ENSG00000057704,12,TMCC3
ENSG00000143553,1,SNAPIN
ENSG00000160345,9,C9orf116
ENSG00000170727,8,BOP1
ENSG00000196632,X,WNK3
ENSG00000160255,21,ITGB2
ENSG00000241386,HSCHR6_MHC_COX,HLA-DOB
ENSG00000204620,X,AC115618.1
ENSG00000206404,HSCHR6_MHC_QBL,LY6G5C
ENSG00000176840,19,MIR7-3HG
ENSG00000166233,15,ARIH1
ENSG00000214212,19,C19orf38
ENSG00000140993,16,TIGD7
ENSG00000183148,9,ANKRD20A2
ENSG00000163602,3,RYBP
ENSG00000122140,9,MRPS2
ENSG00000102317,X,RBM3
ENSG00000252150,4,AC092574.2
ENSG00000170855,12,TRIAP1
ENSG00000131378,3,RFTN1
ENSG00000269604,19,AC005523.2
ENSG00000133020,17,MYH8
ENSG00000162086,16,ZNF75A
ENSG00000257218,12,GATC
ENSG00000008869,2,HEATR5B
ENSG00000130856,18,ZNF236
ENSG00000112651,6,MRPL2
ENSG00000144736,3,SHQ1
ENSG00000176563,17,CNTD1
ENSG00000233799,4,AC139887.4
ENSG00000248235,8,AC037459.4
ENSG00000168421,4,RHOH
ENSG00000005810,13,MYCBP2
ENSG00000142453,19,CARM1
ENSG00000224941,HSCHR6_MHC_MANN,TCF19
ENSG00000111786,12,SRSF9
ENSG00000137747,11,TMPRSS13
ENSG00000182372,8,CLN8
ENSG00000034063,19,UHRF1
ENSG00000269407,20,AL096677.1
ENSG00000132661,20,NXT1
ENSG00000204351,6,SKIV2L
ENSG00000262621,16,NAA60
ENSG00000134539,12,KLRD1
ENSG00000182149,16,IST1
ENSG00000147255,X,IGSF1
ENSG00000168658,2,VWA3B
ENSG00000125812,20,GZF1
ENSG00000232196,16,MTRNR2L4
ENSG00000142611,1,PRDM16
ENSG00000106333,7,PCOLCE
ENSG00000228582,HSCHR6_MHC_COX,TAP2
ENSG00000213923,22,CSNK1E
ENSG00000051341,3,POLQ
ENSG00000185049,4,NELFA
ENSG00000206403,HSCHR6_MHC_QBL,ABHD16A
ENSG00000230336,HSCHR6_MHC_MANN,POU5F1
ENSG00000143772,1,ITPKB
ENSG00000146576,7,C7orf26
ENSG00000143621,1,ILF2
ENSG00000130733,19,YIPF2
ENSG00000094804,17,CDC6
ENSG00000140987,16,ZSCAN32
ENSG00000173559,2,NABP1
ENSG00000050730,4,TNIP3
ENSG00000125814,20,NAPB
ENSG00000164088,3,PPM1M
ENSG00000185880,15,TRIM69
ENSG00000163694,4,RBM47
ENSG00000115474,2,KCNJ13
ENSG00000162236,11,STX5
ENSG00000186501,1,TMEM222
ENSG00000165821,14,SALL2
ENSG00000184271,12,POU6F1
ENSG00000184752,12,NDUFA12
ENSG00000088986,12,DYNLL1
ENSG00000182473,17,EXOC7
ENSG00000140675,16,SLC5A2
ENSG00000186103,3,ARGFX
ENSG00000241852,8,C8orf58
ENSG00000104728,8,ARHGEF10
ENSG00000163833,3,FBXO40
ENSG00000227761,HSCHR6_MHC_DBB,BAG6
ENSG00000092345,3,DAZL
ENSG00000055609,7,KMT2C
ENSG00000204007,9,GLT6D1
ENSG00000143801,1,PSEN2
ENSG00000103343,16,ZNF174
ENSG00000168135,22,KCNJ4
ENSG00000198160,1,MIER1
ENSG00000132498,9,ANKRD20A3
ENSG00000212072,10,AL353147.1
ENSG00000264424,17,MYH4
ENSG00000127241,3,MASP1
ENSG00000100196,22,KDELR3
ENSG00000152785,4,BMP3
ENSG00000185105,17,MYADML2
ENSG00000153896,19,ZNF599
ENSG00000167981,16,ZNF597
ENSG00000236609,7,ZNF853
ENSG00000175202,15,HIGD2B
ENSG00000066248,2,NGEF
ENSG00000110871,12,COQ5
ENSG00000185269,17,NOTUM
ENSG00000131759,17,RARA
ENSG00000065609,6,SNAP91
ENSG00000110324,11,IL10RA
ENSG00000254094,4,AC078852.1
ENSG00000223573,19,TINCR
ENSG00000162105,11,SHANK2
ENSG00000150275,10,PCDH15
ENSG00000082397,18,EPB41L3
ENSG00000138669,4,PRKG2
ENSG00000168661,19,ZNF30
ENSG00000218422,4,AC016773.1
ENSG00000225076,X,WWC3-AS1
ENSG00000222133,X,AC003666.1
ENSG00000140688,16,C16orf58
ENSG00000180353,3,HCLS1
ENSG00000124570,6,SERPINB6
ENSG00000148835,10,TAF5
ENSG00000235715,HSCHR6_MHC_COX,PSMB8
ENSG00000186867,4,QRFPR
ENSG00000100201,22,DDX17
ENSG00000104888,19,SLC17A7
ENSG00000104738,8,MCM4
ENSG00000154529,9,CNTNAP3B
ENSG00000169208,14,OR10G3
ENSG00000180884,19,ZNF792
ENSG00000164091,3,WDR82
ENSG00000249673,4,NOP14-AS1
ENSG00000237022,HSCHR6_MHC_MANN,HLA-C
ENSG00000158941,8,CCAR2
ENSG00000140463,15,BBS4
ENSG00000197971,18,MBP
ENSG00000251075,4,HTT-AS
ENSG00000100722,14,ZC3H14
ENSG00000142765,1,SYTL1
ENSG00000154822,3,PLCL2
ENSG00000158604,7,TMED4
ENSG00000122390,16,NAA60
ENSG00000101940,X,WDR13
ENSG00000164919,8,COX6C
ENSG00000133316,11,WDR74
ENSG00000261456,HG905_PATCH,TUBB8
ENSG00000138315,10,OIT3
ENSG00000269339,12,AC139768.1
ENSG00000164111,4,ANXA5
ENSG00000168237,3,GLYCTK
ENSG00000107147,9,KCNT1
ENSG00000256553,14,TRAV1-2
ENSG00000089351,19,GRAMD1A
ENSG00000177453,5,NIM1K
ENSG00000260150,HG905_PATCH,ZMYND11
ENSG00000120798,12,NR2C1
ENSG00000183283,12,DAZAP2
ENSG00000211778,14,TRAV4
ENSG00000130762,1,ARHGEF16
ENSG00000181163,5,NPM1
ENSG00000211780,14,TRAV6
ENSG00000104872,19,PIH1D1
ENSG00000154537,9,FAM27C
ENSG00000198250,10,ANTXRL
ENSG00000112655,6,PTK7
ENSG00000124588,6,NQO2
ENSG00000138670,4,RASGEF1B
ENSG00000112972,5,HMGCS1
ENSG00000164631,7,ZNF12
ENSG00000108576,17,SLC6A4
ENSG00000213809,12,KLRK1
ENSG00000100206,22,DMC1
ENSG00000224608,HSCHR6_MHC_MANN,HLA-B
ENSG00000120709,5,FAM53C
ENSG00000169696,17,ASPSCR1
ENSG00000262046,HG883_PATCH,TMEM97
ENSG00000137648,11,TMPRSS4
ENSG00000116704,1,SLC35D1
ENSG00000160256,21,FAM207A
ENSG00000169418,1,NPR1
ENSG00000158526,X,TSR2
ENSG00000138308,10,PLA2G12B
ENSG00000136155,13,SCEL
ENSG00000105953,7,OGDH
ENSG00000176595,8,KBTBD11
ENSG00000183542,12,KLRC4
ENSG00000162591,1,MEGF6
ENSG00000243449,4,C4orf48
ENSG00000077063,7,CTTNBP2
ENSG00000102384,X,CENPI
ENSG00000258372,HSCHR17_1,ARL17A
ENSG00000204632,6,HLA-G
ENSG00000196458,12,ZNF605
ENSG00000232833,9,FAM27E3
ENSG00000184949,22,FAM227A
ENSG00000152133,2,GPATCH11
ENSG00000102302,X,FGD1
ENSG00000203963,1,C1orf141
ENSG00000103351,16,CLUAP1
ENSG00000235233,HSCHR6_MHC_MANN,MICA
ENSG00000161618,19,ALDH16A1
ENSG00000196774,9,ANKRD20A1
ENSG00000101439,20,CST3
ENSG00000036448,8,MYOM2
ENSG00000185122,8,HSF1
ENSG00000022840,12,RNF10
ENSG00000140263,15,SORD
ENSG00000131374,3,TBC1D5
ENSG00000248221,4,STX18-IT1
ENSG00000102984,16,ZNF821
ENSG00000130559,9,CAMSAP1
