bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr9	18868244	1558027956	19357462	489218	414874	0.419748619739
chr9	19357462	1558517174	19825001	467539	414873	0.404844505283
chr9	19825001	1558984713	20289867	464866	414874	0.390477276296
chr9	20289867	1559449579	20727167	437300	414873	0.381096773161
chr9	20727167	1559886879	21179856	452689	414874	0.366955311582
chr9	21179856	1560339568	21665583	485727	414873	0.378403139205
chr9	21665583	1560825295	22125513	459930	414874	0.391526120222
chr9	22125513	1561285225	22594095	468582	414873	0.369695443497
chr9	22594095	1561753807	23051246	457151	414874	0.356391309674
chr9	23051246	1562210958	23499490	448244	414873	0.359988399201
chr9	23499490	1562659202	23941403	441913	414874	0.386756246691
chr9	23941403	1563101115	24407779	466376	414873	0.366724774163
chr9	24407779	1563567491	24868093	460314	414874	0.352962645145
chr9	24868093	1564027805	25334390	466297	414873	0.345397149462
chr9	25334390	1564494102	25772890	438500	414874	0.357137155902
chr9	25772890	1564932602	26221461	448571	414873	0.364630427222
chr9	26221461	1565381173	26676458	454997	414874	0.375368682939
chr9	26676458	1565836170	27143068	466610	414873	0.385344537527
chr9	27143068	1566302780	27597247	454179	414874	0.405548460963
chr9	27597247	1566756959	28045811	448564	414874	0.383966649204
chr9	28045811	1567205523	28505667	459856	414873	0.363536925609
chr9	28505667	1567665379	28951371	445704	414874	0.353680124746
chr9	28951371	1568111083	29403943	452572	414873	0.354232355885
chr9	29403943	1568563655	29849089	445146	414874	0.352519504793
chr9	29849089	1569008801	30293316	444227	414873	0.344685611893
chr9	30293316	1569453028	30748065	454749	414874	0.343885651457
chr9	30748065	1569907777	31207242	459177	414873	0.352029060626
chr9	31207242	1570366954	31664229	456987	414874	0.353705130113
chr9	31664229	1570823941	32131533	467304	414873	0.365382351997
chr9	32131533	1571291245	32607358	475825	414874	0.393715349729
chr9	32607358	1571767070	33084270	476912	414873	0.416277182631
chr9	33084270	1572243982	33629879	545609	414874	0.45516027932
chr9	33629879	1572789591	34160925	531046	414873	0.429707728318
chr9	34160925	1573320637	34635598	474673	414874	0.470474473007
chr9	34635598	1573795310	35124873	489275	414873	0.452384748077
chr9	35124873	1574284585	35598572	473699	414874	0.421304623179
chr9	35598572	1574758284	36051364	452792	414873	0.464351259847
chr9	36051364	1575211076	36543661	492297	414874	0.435662952114
chr9	36543661	1575703373	37001062	457401	414874	0.46464379255
chr9	37001062	1576160774	37458410	457348	414873	0.412468377541
chr9	37458410	1576618122	37924615	466205	414874	0.437448252489
chr9	37924615	1577084327	38369296	444681	414873	0.472715333654
chr9	38369296	1577529008	40495644	2126348	414874	0.404644225942
chr9	40495644	1579655356	66291546	25795902	414873	0.398152273114
chr9	66291546	1605451258	71082052	4790506	414874	0.39275372531
chr9	71082052	1610241764	71522117	440065	414873	0.406129989592
chr9	71522117	1610681829	71993884	471767	414874	0.426421461396
chr9	71993884	1611153596	72467181	473297	414873	0.404713309585
chr9	72467181	1611626893	72925879	458698	414874	0.395747538146
chr9	72925879	1612085591	73411578	485699	414873	0.407586987853
chr9	73411578	1612571290	73850713	439135	414874	0.375938205932
chr9	73850713	1613010425	74298377	447664	414873	0.376323813566
chr9	74298377	1613458089	74776655	478278	414874	0.403885598155
chr9	74776655	1613936367	75249364	472709	414873	0.408573967126
chr9	75249364	1614409076	75696411	447047	414874	0.374458671105
chr9	75696411	1614856123	76134804	438393	414873	0.353191421415
chr9	76134804	1615294516	76574409	439605	414874	0.34821408261
chr9	76574409	1615734121	77026307	451898	414874	0.361653820876
chr9	77026307	1616186019	77471215	444908	414873	0.38123526384
chr9	77471215	1616630927	77943190	471975	414874	0.399598708409
chr9	77943190	1617102902	78404671	461481	414873	0.388962083028
chr9	78404671	1617564383	78846345	441674	414874	0.391987320994
chr9	78846345	1618006057	79323106	476761	414873	0.419318234255
chr9	79323106	1618482818	79787270	464164	414874	0.414016567384
chr9	79787270	1618946982	80250618	463348	414873	0.388072489635
chr9	80250618	1619410330	80714635	464017	414874	0.399312095651
chr9	80714635	1619874347	81182135	467500	414873	0.410867570337
chr9	81182135	1620341847	81623760	441625	414874	0.37961306626
chr9	81623760	1620783472	82075028	451268	414873	0.384697375623
chr9	82075028	1621234740	82524204	449176	414874	0.394042882872
chr9	82524204	1621683916	82968978	444774	414873	0.376345343151
chr9	82968978	1622128690	83437307	468329	414874	0.366303674759
chr9	83437307	1622597019	83891784	454477	414873	0.369872689107
chr9	83891784	1623051496	84358359	466575	414874	0.408207880388
chr9	84358359	1623518071	84862769	504410	414873	0.406269887056
chr9	84862769	1624022481	85307234	444465	414874	0.38028330626
chr9	85307234	1624466946	85767855	460621	414873	0.389668752252
chr9	85767855	1624927567	86222189	454334	414874	0.410342588619
chr9	86222189	1625381901	86751016	528827	414874	0.3994398935
chr9	86751016	1625910728	87212128	461112	414873	0.419825509149
chr9	87212128	1626371840	87644344	432216	414874	0.407274586608
chr9	87644344	1626804056	88109071	464727	414873	0.410199084195
chr9	88109071	1627268783	88626839	517768	414874	0.388623111851
chr9	88626839	1627786551	89125625	498786	414873	0.415989189774
chr9	89125625	1628285337	89573839	448214	414874	0.414307865645
chr9	89573839	1628733551	90020938	447099	414873	0.405667635876
chr9	90020938	1629180650	90482387	461449	414874	0.443428323762
chr9	90482387	1629642099	91030108	547721	414873	0.448411785541
chr9	91030108	1630189820	91491243	461135	414874	0.425111030152
chr9	91491243	1630650955	91945792	454549	414873	0.425458145419
chr9	91945792	1631105504	92483274	537482	414874	0.486528619398
chr9	92483274	1631642986	93097337	614063	414873	0.426374379396
chr9	93097337	1632257049	93559250	461913	414874	0.400676316371
chr9	93559250	1632718962	94005970	446720	414873	0.442687941691
chr9	94005970	1633165682	94462959	456989	414874	0.407253988052
chr9	94462959	1633622671	94938273	475314	414873	0.451790917602
chr9	94938273	1634097985	95418614	480341	414874	0.411889861807
chr9	95418614	1634578326	95907387	488773	414874	0.481050546879
chr9	95907387	1635067099	96365884	458497	414873	0.469118731161
chr9	96365884	1635525596	96826079	460195	414874	0.459714991004
chr9	96826079	1635985791	97419748	593669	414873	0.428888102818
chr9	97419748	1636579460	97871419	451671	414874	0.435236189093
chr9	97871419	1637031131	98327756	456337	414873	0.429832711718
chr9	98327756	1637487468	98777385	449629	414874	0.419754019972
chr9	98777385	1637937097	99243265	465880	414873	0.451746261384
chr9	99243265	1638402977	99823426	580161	414874	0.424819274616
chr9	99823426	1638983138	100342375	518949	414873	0.428883322093
chr9	100342375	1639502087	100802758	460383	414874	0.427338917078
chr9	100802758	1639962470	101262438	459680	414873	0.468772909909
chr9	101262438	1640422150	101708806	446368	414874	0.45842341202
chr9	101708806	1640868518	102145232	436426	414873	0.436629722726
chr9	102145232	1641304944	102588390	443158	414874	0.398116703034
chr9	102588390	1641748102	103059440	471050	414873	0.385852062728
chr9	103059440	1642219152	103546010	486570	414874	0.399999177921
chr9	103546010	1642705722	104002347	456337	414873	0.380391288913
chr9	104002347	1643162059	104449248	446901	414874	0.389546253989
chr9	104449248	1643608960	104902349	453101	414874	0.367127048656
chr9	104902349	1644062061	105366836	464487	414873	0.354041439176
chr9	105366836	1644526548	105815591	448755	414874	0.343520755154
chr9	105815591	1644975303	106271385	455794	414873	0.352366743821
chr9	106271385	1645431097	106722714	451329	414874	0.352356368954
chr9	106722714	1645882426	107179656	456942	414873	0.372020142556
chr9	107179656	1646339368	107639284	459628	414874	0.383715997032
chr9	107639284	1646798996	108111523	472239	414873	0.419528205997
chr9	108111523	1647271235	108605861	494338	414874	0.388717054491
chr9	108605861	1647765573	109064462	458601	414873	0.38980423112
chr9	109064462	1648224174	109518226	453764	414874	0.387559639902
chr9	109518226	1648677938	109961512	443286	414873	0.405003981619
chr9	109961512	1649121224	110438381	476869	414874	0.441254429928
chr9	110438381	1649598093	110886510	448129	414873	0.425613103341
chr9	110886510	1650046222	111333777	447267	414874	0.398470268385
chr9	111333777	1650493489	111780965	447188	414873	0.414444451898
chr9	111780965	1650940677	112228954	447989	414874	0.435773119936
chr9	112228954	1651388666	112680078	451124	414873	0.418990302023
chr9	112680078	1651839790	113148784	468706	414874	0.424275720226
chr9	113148784	1652308496	113614547	465763	414873	0.372886268582
chr9	113614547	1652774259	114071743	457196	414874	0.38358738137
chr9	114071743	1653231455	114547846	476103	414874	0.400605750004
chr9	114547846	1653707558	115017900	470054	414873	0.418382955186
chr9	115017900	1654177612	115482185	464285	414874	0.400457907411
chr9	115482185	1654641897	115984161	501976	414873	0.43955400347
chr9	115984161	1655143873	116445988	461827	414874	0.467531202093
chr9	116445988	1655605700	116881749	435761	414873	0.446670430189
chr9	116881749	1656041461	117323858	442109	414874	0.498161091131
chr9	117323858	1656483570	117779316	455458	414873	0.426383055335
chr9	117779316	1656939028	118222253	442937	414874	0.402214305388
chr9	118222253	1657381965	118678467	456214	414873	0.376390517629
chr9	118678467	1657838179	119113278	434811	414874	0.398422766621
chr9	119113278	1658272990	119566096	452818	414873	0.419876374445
chr9	119566096	1658725808	120007379	441283	414874	0.415464870696
chr9	120007379	1659167091	120437252	429873	414873	0.407130926737
chr9	120437252	1659596964	120871563	434311	414874	0.379155998453
chr9	120871563	1660031275	121316033	444470	414873	0.371304314567
chr9	121316033	1660475745	121754330	438297	414874	0.374450716179
chr9	121754330	1660914042	122199982	445652	414873	0.394246196031
chr9	122199982	1661359694	122647132	447150	414874	0.403592969713
chr9	122647132	1661806844	123097150	450018	414874	0.432763949967
chr9	123097150	1662256862	123553401	456251	414873	0.4246512892
chr9	123553401	1662713113	124012857	459456	414874	0.416663583317
chr9	124012857	1663172569	124475679	462822	414873	0.475002322702
chr9	124475679	1663635391	124921586	445907	414874	0.469554257829
chr9	124921586	1664081298	125391227	469641	414873	0.430336298713
chr9	125391227	1664550939	125866961	475734	414874	0.399796104974
chr9	125866961	1665026673	126314206	447245	414873	0.453519986763
chr9	126314206	1665473918	126769959	455753	414874	0.414611830066
chr9	126769959	1665929671	127227221	457262	414873	0.488001434623
chr9	127227221	1666386933	127689321	462100	414874	0.459284874952
chr9	127689321	1666849033	128195851	506530	414873	0.435219167238
chr9	128195851	1667355563	128653582	457731	414874	0.408538183915
chr9	128653582	1667813294	129096652	443070	414873	0.453349463179
chr9	129096652	1668256364	129540138	443486	414874	0.492508235867
chr9	129540138	1668699850	129995899	455761	414873	0.46262084158
chr9	129995899	1669155611	130462755	466856	414874	0.477531663871
chr9	130462755	1669622467	130943154	480399	414873	0.535181099084
chr9	130943154	1670102866	131450753	507599	414874	0.506782899921
chr9	131450753	1670610465	131957070	506317	414874	0.521119138565
chr9	131957070	1671116782	132426653	469583	414873	0.528403863845
chr9	132426653	1671586365	132915247	488594	414874	0.48311382638
chr9	132915247	1672074959	133529097	613850	414873	0.521967183427
chr9	133529097	1672688809	134002342	473245	414874	0.506470207883
chr9	134002342	1673162054	134489889	487547	414873	0.492246917227
chr9	134489889	1673649601	134936897	447008	414874	0.466147214038
chr9	134936897	1674096609	135399023	462126	414873	0.476931665971
chr9	135399023	1674558735	135852170	453147	414874	0.468224509432
chr9	135852170	1675011882	136331595	479425	414873	0.525835061094
chr9	136331595	1675491307	136805502	473907	414874	0.561360010804
chr9	136805502	1675965214	137311135	505633	414873	0.563120838217
chr9	137311135	1676470847	137756734	445599	414874	0.546355475763
chr9	137756734	1676916446	138196552	439818	414873	0.528599264698
chr9	138196552	1677356264	138653946	457394	414874	0.535119535631
chr9	138653946	1677813658	139124470	470524	414873	0.548610594549
chr9	139124470	1678284182	139621443	496973	414874	0.597869227293
chr9	139621443	1678781155	140092023	470580	414873	0.588969805411
chr9	140092023	1679251735	140579328	487305	414874	0.563046627786
chr9	140579328	1679739040	141213431	634103	414873	0.490788238347
chr10	0	1680373143	573992	573992	415760	0.440634405527
chr10	573992	1680947135	1037620	463628	415760	0.474029881651
chr10	1037620	1681410763	1507305	469685	415760	0.472453937311
chr10	1507305	1681880448	1951452	444147	415760	0.451448616227
chr10	1951452	1682324595	2388793	437341	415761	0.39750812865
chr10	2388793	1682761936	2827402	438609	415760	0.397143247988
chr10	2827402	1683200545	3274711	447309	415760	0.452337305225
chr10	3274711	1683647854	3717385	442674	415760	0.438911165076
chr10	3717385	1684090528	4156194	438809	415760	0.422383263827
chr10	4156194	1684529337	4588132	431938	415761	0.386258244798
chr10	4588132	1684961275	5061399	473267	415760	0.386869596085
chr10	5061399	1685434542	5549151	487752	415760	0.412799101184
chr10	5549151	1685922294	6009602	460451	415760	0.462732271768
chr10	6009602	1686382745	6480680	471078	415761	0.456324735342
chr10	6480680	1686853823	6955707	475027	415760	0.41689963539
chr10	6955707	1687328850	7410185	454478	415760	0.422877624709
chr10	7410185	1687783328	7867784	457599	415760	0.435010926573
chr10	7867784	1688240927	8315592	447808	415760	0.421630650568
chr10	8315592	1688688735	8759260	443668	415761	0.398039980256
chr10	8759260	1689132403	9199396	440136	415760	0.360083337688
chr10	9199396	1689572539	9649889	450493	415760	0.364011507367
chr10	9649889	1690023032	10093041	443152	415760	0.363743447523
chr10	10093041	1690466184	10538814	445773	415761	0.376347655987
chr10	10538814	1690911957	10992057	453243	415760	0.405538738516
chr10	10992057	1691365200	11423596	431539	415760	0.430775826111
chr10	11423596	1691796739	11889043	465447	415760	0.437380760042
chr10	11889043	1692262186	12397568	508525	415760	0.447945631099
chr10	12397568	1692770711	12868894	471326	415761	0.454610069018
chr10	12868894	1693242037	13355944	487050	415760	0.443269801314
chr10	13355944	1693729087	13818610	462666	415760	0.44210414834
chr10	13818610	1694191753	14270189	451579	415760	0.439769254617
chr10	14270189	1694643332	14715902	445713	415761	0.424785849222
chr10	14715902	1695089045	15216874	500972	415760	0.431226832584
chr10	15216874	1695590017	15683690	466816	415760	0.430303523651
chr10	15683690	1696056833	16142928	459238	415760	0.378632912274
chr10	16142928	1696516071	16608375	465447	415760	0.403690637837
chr10	16608375	1696981518	17063702	455327	415761	0.408503320683
chr10	17063702	1697436845	17518101	454399	415760	0.395759242958
chr10	17518101	1697891244	18414163	896062	415760	0.400768027913
chr10	18414163	1698787306	18872544	458381	415760	0.404021100305
chr10	18872544	1699245687	19347001	474457	415761	0.382564947793
chr10	19347001	1699720144	19800162	453161	415760	0.35471641488
chr10	19800162	1700173305	20255097	454935	415760	0.374529604164
chr10	20255097	1700628240	20709442	454345	415760	0.374621984127
chr10	20709442	1701082585	21181132	471690	415760	0.382036121105
chr10	21181132	1701554275	21649781	468649	415761	0.412928624773
chr10	21649781	1702022924	22135923	486142	415760	0.417628146451
chr10	22135923	1702509066	22606593	470670	415760	0.383469557292
chr10	22606593	1702979736	23057045	450452	415760	0.410684355527
chr10	23057045	1703430188	23520603	463558	415761	0.405003462342
chr10	23520603	1703893746	23991516	470913	415760	0.406675104159
chr10	23991516	1704364659	24454173	462657	415760	0.388535376023
chr10	24454173	1704827316	24909033	454860	415760	0.421867339693
chr10	24909033	1705282176	25374901	465868	415760	0.407698301454
chr10	25374901	1705748044	25844881	469980	415761	0.37811103002
chr10	25844881	1706218024	26312151	467270	415760	0.389086846819
chr10	26312151	1706685294	26773026	460875	415760	0.401552695302
chr10	26773026	1707146169	27270237	497211	415760	0.40831074069
chr10	27270237	1707643380	27772701	502464	415761	0.397068452529
chr10	27772701	1708145844	28228851	456150	415760	0.390372924755
chr10	28228851	1708601994	28688779	459928	415760	0.391477815054
chr10	28688779	1709061922	29158811	470032	415760	0.42269585327
chr10	29158811	1709531954	29610299	451488	415760	0.419425500954
chr10	29610299	1709983442	30092168	481869	415761	0.432490090688
chr10	30092168	1710465311	30547544	455376	415760	0.438941799871
chr10	30547544	1710920687	31050362	502818	415760	0.434040877532
chr10	31050362	1711423505	31507633	457271	415760	0.41749330814
chr10	31507633	1711880776	31977015	469382	415761	0.382676833204
chr10	31977015	1712350158	32450810	473795	415760	0.412192167093
chr10	32450810	1712823953	32952889	502079	415760	0.393116634799
chr10	32952889	1713326032	33442981	490092	415760	0.395684084449
chr10	33442981	1713816124	33889292	446311	415760	0.410428130994
chr10	33889292	1714262435	34349881	460589	415761	0.417015132764
chr10	34349881	1714723024	34790247	440366	415760	0.3941326212
chr10	34790247	1715163390	35258676	468429	415760	0.426973080289
chr10	35258676	1715631819	35737332	478656	415760	0.422016182778
chr10	35737332	1716110475	36197787	460455	415761	0.425773580972
chr10	36197787	1716570930	36651916	454129	415760	0.381941294343
chr10	36651916	1717025059	37131564	479648	415760	0.390368790511
chr10	37131564	1717504707	37678172	546608	415760	0.376002546615
chr10	37678172	1718051315	38175242	497070	415760	0.410323676095
chr10	38175242	1718548385	38888823	713581	415761	0.402902730936
chr10	38888823	1719261966	42897948	4009125	415760	0.388192473977
chr10	42897948	1723271091	43445745	547797	415760	0.423426153436
chr10	43445745	1723818888	43894536	448791	415760	0.501720173265
chr10	43894536	1724267679	44377546	483010	415761	0.440238421071
chr10	44377546	1724750689	44847635	470089	415760	0.430857920824
chr10	44847635	1725220778	45306138	458503	415760	0.420936349519
chr10	45306138	1725679281	45780158	474020	415760	0.429881798486
chr10	45780158	1726153301	47008316	1228158	415760	0.418956185031
chr10	47008316	1727381459	48432332	1424016	415761	0.439469786213
chr10	48432332	1728805475	49560648	1128316	415760	0.425351326488
chr10	49560648	1729933791	49995222	434574	415760	0.445775757924
chr10	49995222	1730368365	50427749	432527	415760	0.452037787149
chr10	50427749	1730800892	50869888	442139	415760	0.452567060207
chr10	50869888	1731243031	52093891	1224003	415761	0.411756541792
chr10	52093891	1732467034	52624053	530162	415760	0.397466439567
chr10	52624053	1732997196	53068646	444593	415760	0.368088638173
chr10	53068646	1733441789	53513456	444810	415760	0.367140201119
chr10	53513456	1733886599	53959215	445759	415761	0.362504486719
chr10	53959215	1734332358	54418894	459679	415760	0.366256961364
chr10	54418894	1734792037	54870096	451202	415760	0.379534267281
chr10	54870096	1735243239	55331372	461276	415760	0.355991545174
chr10	55331372	1735704515	55790392	459020	415760	0.354142838781
chr10	55790392	1736163535	56246549	456157	415761	0.351159028231
chr10	56246549	1736619692	56689849	443300	415760	0.344691304554
chr10	56689849	1737062992	57132065	442216	415760	0.346017905237
chr10	57132065	1737505208	57595517	463452	415760	0.339518786155
chr10	57595517	1737968660	58048644	453127	415761	0.345908882258
chr10	58048644	1738421787	58510237	461593	415760	0.352125460903
chr10	58510237	1738883380	58951555	441318	415760	0.351811274837
chr10	58951555	1739324698	59401564	450009	415760	0.348574476123
chr10	59401564	1739774707	59860798	459234	415760	0.36932507322
chr10	59860798	1740233941	60323355	462557	415761	0.380951969163
chr10	60323355	1740696498	60777296	453941	415760	0.389355908905
chr10	60777296	1741150439	61233404	456108	415760	0.374897228513
chr10	61233404	1741606547	61700025	466621	415760	0.402455097392
chr10	61700025	1742073168	62145731	445706	415761	0.384894112051
chr10	62145731	1742518874	62584842	439111	415760	0.375286942739
chr10	62584842	1742957985	63029191	444349	415760	0.386517384944
chr10	63029191	1743402334	63469023	439832	415760	0.365302285186
chr10	63469023	1743842166	63914391	445368	415760	0.396594733805
chr10	63914391	1744287534	64354808	440417	415761	0.382001067175
chr10	64354808	1744727951	64821634	466826	415760	0.413620034831
chr10	64821634	1745194777	65290018	468384	415760	0.392525379762
chr10	65290018	1745663161	65760842	470824	415760	0.400983380237
chr10	65760842	1746133985	66214330	453488	415761	0.377415990245
chr10	66214330	1746587473	66664652	450322	415760	0.358233978722
chr10	66664652	1747037795	67117321	452669	415760	0.348105684052
chr10	67117321	1747490464	67570936	453615	415760	0.351909985538
chr10	67570936	1747944079	68017634	446698	415760	0.35850315313
chr10	68017634	1748390777	68478699	461065	415761	0.357916220237
chr10	68478699	1748851842	68917510	438811	415760	0.35882792631
chr10	68917510	1749290653	69412541	495031	415760	0.369337739782
chr10	69412541	1749785684	69909538	496997	415760	0.396253103634
chr10	69909538	1750282681	70412704	503166	415761	0.42814612246
chr10	70412704	1750785847	70912114	499410	415760	0.429598066522
chr10	70912114	1751285257	71375176	463062	415760	0.467597281579
chr10	71375176	1751748319	71814277	439101	415760	0.483265847115
chr10	71814277	1752187420	72281117	466840	415760	0.471593112002
chr10	72281117	1752654260	72730062	448945	415761	0.48835494692
chr10	72730062	1753103205	73166308	436246	415760	0.498786238072
chr10	73166308	1753539451	73597785	431477	415760	0.521528328211
chr10	73597785	1753970928	74086939	489154	415760	0.474710470096
chr10	74086939	1754460082	74576632	489693	415761	0.411436529751
chr10	74576632	1754949775	75060020	483388	415760	0.397582485328
chr10	75060020	1755433163	75594389	534369	415760	0.435454834665
chr10	75594389	1755967532	76072900	478511	415760	0.427289179791
chr10	76072900	1756446043	76538125	465225	415760	0.378407483675
chr10	76538125	1756911268	77011669	473544	415761	0.437930925255
chr10	77011669	1757384812	77465743	454074	415760	0.437579694984
chr10	77465743	1757838886	77899393	433650	415760	0.424112938746
chr10	77899393	1758272536	78353407	454014	415760	0.391989251456
chr10	78353407	1758726550	78809085	455678	415761	0.396226290876
chr10	78809085	1759182228	79240350	431265	415760	0.438335041483
chr10	79240350	1759613493	79693923	453573	415760	0.470289302297
chr10	79693923	1760067066	80152864	458941	415760	0.468181164504
chr10	80152864	1760526007	80589004	436140	415760	0.464157233555
chr10	80589004	1760962147	81015015	426011	415761	0.521797508051
chr10	81015015	1761388158	81692206	677191	415760	0.448673345226
chr10	81692206	1762065349	82215081	522875	415760	0.448075643174
chr10	82215081	1762588224	82692094	477013	415760	0.432966328032
chr10	82692094	1763065237	83140650	448556	415761	0.35906919299
chr10	83140650	1763513793	83605608	464958	415760	0.363810572545
chr10	83605608	1763978751	84042528	436920	415760	0.376958305964
chr10	84042528	1764415671	84485938	443410	415760	0.374271274281
chr10	84485938	1764859081	84934018	448080	415760	0.373195917702
chr10	84934018	1765307161	85382584	448566	415761	0.366197245896
chr10	85382584	1765755727	85838633	456049	415760	0.398969411249
chr10	85838633	1766211776	86308696	470063	415760	0.416651775077
chr10	86308696	1766681839	86777999	469303	415760	0.404982697782
chr10	86777999	1767151142	87235901	457902	415761	0.387562431345
chr10	87235901	1767609044	87686135	450234	415760	0.402985107777
chr10	87686135	1768059278	88123028	436893	415760	0.477319441329
chr10	88123028	1768496171	88595491	472463	415760	0.451628060551
chr10	88595491	1768968634	89396559	801068	415760	0.41555970834
chr10	89396559	1769769702	89846792	450233	415761	0.384855430732
chr10	89846792	1770219935	90287458	440666	415760	0.383924823052
chr10	90287458	1770660601	90725573	438115	415760	0.372207360608
chr10	90725573	1771098716	91179775	454202	415760	0.395651283677
chr10	91179775	1771552918	91632305	452530	415761	0.390293703636
chr10	91632305	1772005448	92108345	476040	415760	0.379158517859
chr10	92108345	1772481488	92554557	446212	415760	0.374686528631
chr10	92554557	1772927700	93008625	454068	415760	0.406521916273
chr10	93008625	1773381768	93492145	483520	415760	0.397622854023
chr10	93492145	1773865288	93967546	475401	415761	0.391548626215
chr10	93967546	1774340689	94472484	504938	415760	0.421514281923
chr10	94472484	1774845627	94932989	460505	415760	0.40766244088
chr10	94932989	1775306132	95408013	475024	415760	0.439107415399
chr10	95408013	1775781156	95853057	445044	415760	0.404729858778
chr10	95853057	1776226200	96320109	467052	415761	0.404001258958
chr10	96320109	1776693252	96874131	554022	415760	0.383534618599
chr10	96874131	1777247274	97339218	465087	415760	0.432812715013
chr10	97339218	1777712361	97814963	475745	415760	0.403328666978
chr10	97814963	1778188106	98259176	444213	415761	0.421963287965
chr10	98259176	1778632319	98728526	469350	415760	0.415639894237
chr10	98728526	1779101669	99199398	470872	415760	0.482522888337
chr10	99199398	1779572541	99670842	471444	415760	0.486351536234
chr10	99670842	1780043985	100117242	446400	415760	0.445930900692
chr10	100117242	1780490385	100587946	470704	415761	0.409215963289
chr10	100587946	1780961089	101077429	489483	415760	0.382557958994
chr10	101077429	1781450572	101545425	467996	415760	0.426746325297
chr10	101545425	1781918568	102038758	493333	415760	0.431885902857
chr10	102038758	1782411901	102517473	478715	415761	0.466924021758
chr10	102517473	1782890616	102968380	450907	415760	0.488669529039
chr10	102968380	1783341523	103427874	459494	415760	0.45068390298
chr10	103427874	1783801017	103907191	479317	415760	0.454387275254
chr10	103907191	1784280334	104393555	486364	415760	0.478075108201
chr10	104393555	1784766698	104879963	486408	415761	0.448573114395
chr10	104879963	1785253106	105376044	496081	415760	0.465701234876
chr10	105376044	1785749187	105815748	439704	415760	0.470883888061
chr10	105815748	1786188891	106260150	444402	415760	0.416657853345
chr10	106260150	1786633293	106703252	443102	415761	0.425903232431
chr10	106703252	1787076395	107150794	447542	415760	0.395389940185
chr10	107150794	1787523937	107614027	463233	415760	0.380891730745
chr10	107614027	1787987170	108060386	446359	415760	0.368762881979
chr10	108060386	1788433529	108504279	443893	415760	0.385380293493
chr10	108504279	1788877422	108961049	456770	415761	0.397645647381
chr10	108961049	1789334192	109402127	441078	415760	0.373506786766
chr10	109402127	1789775270	109841854	439727	415760	0.369892297056
chr10	109841854	1790214997	110300014	458160	415760	0.371448028095
chr10	110300014	1790673157	110743803	443789	415761	0.37155636675
chr10	110743803	1791116946	111218480	474677	415760	0.386982333287
chr10	111218480	1791591623	111709455	490975	415760	0.407176725543
chr10	111709455	1792082598	112160860	451405	415760	0.415353362605
chr10	112160860	1792534003	112608035	447175	415760	0.443729091007
chr10	112608035	1792981178	113053020	444985	415761	0.398603551572
chr10	113053020	1793426163	113503524	450504	415760	0.395966748427
chr10	113503524	1793876667	113957638	454114	415760	0.407183202493
chr10	113957638	1794330781	114413295	455657	415760	0.40673268109
chr10	114413295	1794786438	114862938	449643	415761	0.438033199598
chr10	114862938	1795236081	115294120	431182	415760	0.435940192447
chr10	115294120	1795667263	115742147	448027	415760	0.418143508888
chr10	115742147	1796115290	116187652	445505	415760	0.438843559556
chr10	116187652	1796560795	116642643	454991	415760	0.417194148469
chr10	116642643	1797015786	117106593	463950	415761	0.374860707273
chr10	117106593	1797479736	117567180	460587	415760	0.346865311298
chr10	117567180	1797940323	118003342	436162	415760	0.416816648822
chr10	118003342	1798376485	118456139	452797	415760	0.40716169241
chr10	118456139	1798829282	118916500	460361	415761	0.428399824486
chr10	118916500	1799289643	119359078	442578	415760	0.450299268605
chr10	119359078	1799732221	119796546	437468	415760	0.424510079571
chr10	119796546	1800169689	120226989	430443	415760	0.390731430802
chr10	120226989	1800600132	120693419	466430	415760	0.436486854433
chr10	120693419	1801066562	121169045	475626	415761	0.475221129162
chr10	121169045	1801542188	121639103	470058	415760	0.455104571979
chr10	121639103	1802012246	122099309	460206	415760	0.412108029648
chr10	122099309	1802472452	122546573	447264	415760	0.417309648642
chr10	122546573	1802919716	123003108	456535	415761	0.423644575674
chr10	123003108	1803376251	123451587	448479	415760	0.445707723867
chr10	123451587	1803824730	123922604	471017	415760	0.434129905863
chr10	123922604	1804295747	124389763	467159	415760	0.462267745526
chr10	124389763	1804762906	124842752	452989	415760	0.420971765381
chr10	124842752	1805215895	125279732	436980	415761	0.452788565178
chr10	125279732	1805652875	125715495	435763	415760	0.459165970571
chr10	125715495	1806088638	126212831	497336	415760	0.491530993412
chr10	126212831	1806585974	126675510	462679	415760	0.482488977263
chr10	126675510	1807048653	127125731	450221	415761	0.458464935076
chr10	127125731	1807498874	127579899	454168	415760	0.428272295115
chr10	127579899	1807953042	128043496	463597	415760	0.42974732419
chr10	128043496	1808416639	128496776	453280	415760	0.42726035285
chr10	128496776	1808869919	129095018	598242	415760	0.441294119484
chr10	129095018	1809468161	129539201	444183	415761	0.432473929723
chr10	129539201	1809912344	129981559	442358	415760	0.45438885611
chr10	129981559	1810354702	130418442	436883	415760	0.452506843922
chr10	130418442	1810791585	130847390	428948	415760	0.4392130533
chr10	130847390	1811220533	131275066	427676	415761	0.431210937226
chr10	131275066	1811648209	131709273	434207	415760	0.461371047977
chr10	131709273	1812082416	132168841	459568	415760	0.469561698026
